"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"5503","chr15","SGD","gene",494373,495348,NA,"+",NA,"ID=YOR096W;Name=YOR096W;gene=RPS7A;Alias=RPS7A,RPS30;Ontology_term=GO:0003735,GO:0005843,GO:0006412,GO:0032040,GO:0005622,GO:0005634,GO:0005840,GO:0006364,GO:0030529;Note=Protein%20component%20of%20the%20small%20(40S)%20ribosomal%20subunit%2C%20nearly%20identical%20to%20Rps7Bp%3B%20interacts%20with%20Kti11p%3B%20deletion%20causes%20hypersensitivity%20to%20zymocin%3B%20has%20similarity%20to%20rat%20S7%20and%20Xenopus%20S8%20ribosomal%20proteins;dbxref=SGD:S000005622;orf_classification=Verified","YOR096W"
"5507","chr15","SGD","gene",495556,496074,NA,"-",NA,"ID=YOR097C;Name=YOR097C;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20identified%20as%20interacting%20with%20Hsp82p%20in%20a%20high-throughput%20two-hybrid%20screen%3B%20YOR097C%20is%20not%20an%20essential%20gene;dbxref=SGD:S000005623;orf_classification=Uncharacterized","YOR097C"
"5509","chr15","SGD","gene",496509,499787,NA,"-",NA,"ID=YOR098C;Name=YOR098C;gene=NUP1;Alias=NUP1;Ontology_term=GO:0005198,GO:0006407,GO:0006409,GO:0006608,GO:0006610,GO:0006998,GO:0006999,GO:0006607,GO:0006609,GO:0006611,GO:0006405,GO:0006606,GO:0006408,GO:0005515,GO:0005643,GO:0006406,GO:0005634,GO:0006605,GO:0006810,GO:0015031,GO:0051028;Note=Nuclear%20pore%20complex%20(NPC)%20subunit%2C%20involved%20in%20protein%20import%2Fexport%20and%20in%20export%20of%20RNAs%2C%20possible%20karyopherin%20release%20factor%20that%20accelerates%20release%20of%20karyopherin-cargo%20complexes%20after%20transport%20across%20NPC%3B%20potential%20Cdc28p%20substrate;dbxref=SGD:S000005624;orf_classification=Verified","YOR098C"
"5511","chr15","SGD","gene",500402,501583,NA,"+",NA,"ID=YOR099W;Name=YOR099W;gene=KTR1;Alias=KTR1;Ontology_term=GO:0000026,GO:0006491,GO:0006493,GO:0005794,GO:0000032,GO:0004377,GO:0006486,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0030145;Note=Alpha-1%2C2-mannosyltransferase%20involved%20in%20O-%20and%20N-linked%20protein%20glycosylation%3B%20type%20II%20membrane%20protein%3B%20member%20of%20the%20KRE2%2FMNT1%20mannosyltransferase%20family;dbxref=SGD:S000005625;orf_classification=Verified","YOR099W"
"5513","chr15","SGD","gene",501847,502830,NA,"-",NA,"ID=YOR100C;Name=YOR100C;gene=CRC1;Alias=CRC1;Ontology_term=GO:0005743,GO:0006631,GO:0005476,GO:0005739,GO:0005488,GO:0006810,GO:0016020,GO:0016021;Note=Mitochondrial%20inner%20membrane%20carnitine%20transporter%2C%20required%20for%20carnitine-dependent%20transport%20of%20acetyl-CoA%20from%20peroxisomes%20to%20mitochondria%20during%20fatty%20acid%20beta-oxidation;dbxref=SGD:S000005626;orf_classification=Verified","YOR100C"
"5515","chr15","SGD","gene",503789,504729,NA,"+",NA,"ID=YOR101W;Name=YOR101W;gene=RAS1;Alias=RAS1;Ontology_term=GO:0005886,GO:0007189,GO:0007265,GO:0008283,GO:0003924,GO:0001302,GO:0000166,GO:0005525,GO:0005622,GO:0007264,GO:0016020;Note=GTPase%20involved%20in%20G-protein%20signaling%20in%20the%20adenylate%20cyclase%20activating%20pathway%2C%20plays%20a%20role%20in%20cell%20proliferation%3B%20localized%20to%20the%20plasma%20membrane%3B%20homolog%20of%20mammalian%20RAS%20proto-oncogenes;dbxref=SGD:S000005627;orf_classification=Verified","YOR101W"
"5517","chr15","SGD","gene",504973,505327,NA,"+",NA,"ID=YOR102W;Name=YOR102W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%2C%20unlikely%20to%20encode%20a%20functional%20protein%3B%20extensively%20overlaps%20essential%20OST2%20gene%20encoding%20a%20subunit%20of%20the%20ER%20lumen%20oligosaccharyltransferase%20complex;dbxref=SGD:S000005628;orf_classification=Dubious","YOR102W"
"5519","chr15","SGD","gene",505001,505397,NA,"-",NA,"ID=YOR103C;Name=YOR103C;gene=OST2;Alias=OST2;Ontology_term=GO:0008250,GO:0004579,GO:0006487,GO:0016020,GO:0016021,GO:0016740;Note=Epsilon%20subunit%20of%20the%20oligosaccharyltransferase%20complex%20of%20the%20ER%20lumen%2C%20which%20catalyzes%20asparagine-linked%20glycosylation%20of%20newly%20synthesized%20proteins;dbxref=SGD:S000005629;orf_classification=Verified","YOR103C"
"5521","chr15","SGD","gene",506200,507036,NA,"+",NA,"ID=YOR104W;Name=YOR104W;gene=PIN2;Alias=PIN2;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Protein%20that%20induces%20appearance%20of%20%5BPIN%2B%5D%20prion%20when%20overproduced;dbxref=SGD:S000005630;orf_classification=Verified","YOR104W"
"5523","chr15","SGD","gene",506742,507065,NA,"+",NA,"ID=YOR105W;Name=YOR105W;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Dubious%20open%20reading%20frame%2C%20unlikely%20to%20encode%20a%20functional%20protein%3B%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000005631;orf_classification=Dubious","YOR105W"
"5525","chr15","SGD","gene",507694,508545,NA,"+",NA,"ID=YOR106W;Name=YOR106W;gene=VAM3;Alias=VAM3,PTH1;Ontology_term=GO:0005484,GO:0006906,GO:0006896,GO:0005774,GO:0000324,GO:0005773,GO:0006886,GO:0006914,GO:0008565,GO:0016020,GO:0016021;Note=Syntaxin-related%20protein%20required%20for%20vacuolar%20assembly%3B%20functions%20with%20Vam7p%20in%20vacuolar%20protein%20trafficking%3B%20member%20of%20the%20syntaxin%20family%20of%20proteins;dbxref=SGD:S000005632;orf_classification=Verified","YOR106W"
"5527","chr15","SGD","gene",509957,510887,NA,"+",NA,"ID=YOR107W;Name=YOR107W;gene=RGS2;Alias=RGS2;Ontology_term=GO:0005096,GO:0007188,GO:0005737,GO:0005634,GO:0004871;Note=Negative%20regulator%20of%20glucose-induced%20cAMP%20signaling%3B%20directly%20activates%20the%20GTPase%20activity%20of%20the%20heterotrimeric%20G%20protein%20alpha%20subunit%20Gpa2p;dbxref=SGD:S000005633;orf_classification=Verified","YOR107W"
"5529","chr15","SGD","gene",511654,513468,NA,"+",NA,"ID=YOR108W;Name=YOR108W;gene=LEU9;Alias=LEU9;Ontology_term=GO:0003852,GO:0005739,GO:0009098,GO:0003824,GO:0008152,GO:0008652,GO:0009082,GO:0016740,GO:0019752,GO:0046912;Note=Alpha-isopropylmalate%20synthase%20II%20(2-isopropylmalate%20synthase)%2C%20catalyzes%20the%20first%20step%20in%20the%20leucine%20biosynthesis%20pathway%3B%20the%20minor%20isozyme%2C%20responsible%20for%20the%20residual%20alpha-IPMS%20activity%20detected%20in%20a%20leu4%20null%20mutant;dbxref=SGD:S000005634;orf_classification=Verified","YOR108W"
"5531","chr15","SGD","gene",513232,513441,NA,"-",NA,"ID=YOR108C-A;Name=YOR108C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Identified%20by%20gene-trapping%2C%20microarray-based%20expression%20analysis%2C%20and%20genome-wide%20homology%20searching;dbxref=SGD:S000028711;orf_classification=Dubious","YOR108C-A"
"5533","chr15","SGD","gene",513914,517243,NA,"+",NA,"ID=YOR109W;Name=YOR109W;gene=INP53;Alias=INP53,SOP2,SJL3;Ontology_term=GO:0005624,GO:0007047,GO:0006897,GO:0030479,GO:0046856,GO:0048017,GO:0004445,GO:0004439,GO:0001668,GO:0004446,GO:0004437,GO:0006810,GO:0015031,GO:0016787;Note=Phosphatidylinositol%204%2C5-bisphosphate%205-phosphatase%2C%20synaptojanin-like%20protein%20with%20an%20N-terminal%20Sac1%20domain%2C%20plays%20a%20role%20in%20a%20TGN%20(trans%20Golgi%20network)-to-early%20endosome%20pathway%3B%20hyperosmotic%20stress%20causes%20translocation%20to%20actin%20patches;dbxref=SGD:S000005635;orf_classification=Verified","YOR109W"
"5535","chr15","SGD","gene",517589,518899,NA,"+",NA,"ID=YOR110W;Name=YOR110W;gene=TFC7;Alias=TFC7;Ontology_term=GO:0003709,GO:0006384,GO:0000127,GO:0003677,GO:0005634,GO:0006350,GO:0006355;Note=One%20of%20six%20subunits%20of%20the%20RNA%20polymerase%20III%20transcription%20initiation%20factor%20complex%20(TFIIIC)%3B%20part%20of%20the%20TauA%20globular%20domain%20of%20TFIIIC%20that%20binds%20DNA%20at%20the%20BoxA%20promoter%20sites%20of%20tRNA%20and%20similar%20genes;dbxref=SGD:S000005636;orf_classification=Verified","YOR110W"
"55371","chr15","SGD","gene",519094,519792,NA,"+",NA,"ID=YOR111W;Name=YOR111W;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000005637;orf_classification=Uncharacterized","YOR111W"
"55391","chr15","SGD","gene",520178,522463,NA,"+",NA,"ID=YOR112W;Name=YOR112W;gene=CEX1;Alias=CEX1;Ontology_term=GO:0005737,GO:0006409,GO:0000049,GO:0005643,GO:0005488;Note=Cytoplasmic%20component%20of%20the%20nuclear%20aminoacylation-dependent%20tRNA%20export%20pathway%3B%20interacts%20with%20nuclear%20pore%20component%20Nup116p%3B%20copurifies%20with%20tRNA%20export%20receptors%20Los1p%20and%20Msn5p%2C%20as%20well%20as%20eIF-1a%20and%20the%20RAN%20GTPase%20Gsp1p;dbxref=SGD:S000005638;orf_classification=Verified","YOR112W"
"55411","chr15","SGD","gene",522747,525480,NA,"+",NA,"ID=YOR113W;Name=YOR113W;gene=AZF1;Alias=AZF1;Ontology_term=GO:0006355,GO:0016563,GO:0005634,GO:0003677,GO:0009743,GO:0003676,GO:0005622,GO:0006350,GO:0008270,GO:0046872;Note=Zinc-finger%20transcription%20factor%2C%20involved%20in%20induction%20of%20CLN3%20transcription%20in%20response%20to%20glucose%3B%20genetic%20and%20physical%20interactions%20indicate%20a%20possible%20role%20in%20mitochondrial%20transcription%20or%20genome%20maintenance;dbxref=SGD:S000005639;orf_classification=Verified","YOR113W"
"55431","chr15","SGD","gene",533553,533892,NA,"-",NA,"ID=YOR135C;Name=YOR135C;gene=IRC14;Alias=IRC14;Ontology_term=GO:0003674,GO:0005575,GO:0045944,GO:0030437;Note=Hypothetical%20protein%3B%20null%20mutant%20displays%20increased%20levels%20of%20spontaneous%20Rad52%20foci;dbxref=SGD:S000005661;orf_classification=Dubious","YOR135C"
"55451","chr15","SGD","gene",533642,534751,NA,"+",NA,"ID=YOR136W;Name=YOR136W;gene=IDH2;Alias=IDH2;Ontology_term=GO:0006102,GO:0005759,GO:0006099,GO:0006537,GO:0005739,GO:0004449,GO:0005962,GO:0003723,GO:0003824,GO:0008152,GO:0016491,GO:0016616;Note=Subunit%20of%20mitochondrial%20NAD(%2B)-dependent%20isocitrate%20dehydrogenase%2C%20which%20catalyzes%20the%20oxidation%20of%20isocitrate%20to%20alpha-ketoglutarate%20in%20the%20TCA%20cycle%3B%20phosphorylated;dbxref=SGD:S000005662;orf_classification=Verified","YOR136W"
"55471","chr15","SGD","gene",535201,537081,NA,"-",NA,"ID=YOR137C;Name=YOR137C;gene=SIA1;Alias=SIA1;Ontology_term=GO:0015992,GO:0003674,GO:0005575,GO:0016787;Note=Protein%20of%20unassigned%20function%20involved%20in%20activation%20of%20the%20Pma1p%20plasma%20membrane%20H%2B-ATPase%20by%20glucose;dbxref=SGD:S000005663;orf_classification=Verified","YOR137C"
"55491","chr15","SGD","gene",537709,539730,NA,"-",NA,"ID=YOR138C;Name=YOR138C;gene=RUP1;Alias=RUP1;Ontology_term=GO:0005737,GO:0016579,GO:0005515,GO:0005634,GO:0006512;Note=Protein%20involved%20in%20regulation%20of%20Rsp5p%2C%20which%20is%20an%20essential%20HECT%20ubiquitin%20ligase%3B%20required%20for%20binding%20of%20Rsp5p%20to%20Ubp2p%3B%20contains%20an%20UBA%20domain;dbxref=SGD:S000005664;orf_classification=Verified","YOR138C"
"55511","chr15","SGD","gene",540350,540746,NA,"-",NA,"ID=YOR139C;Name=YOR139C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Hypothetical%20protein;dbxref=SGD:S000005665;orf_classification=Dubious","YOR139C"
"55531","chr15","SGD","gene",540382,542688,NA,"+",NA,"ID=YOR140W;Name=YOR140W;gene=SFL1;Alias=SFL1;Ontology_term=GO:0016566,GO:0000228,GO:0000122,GO:0003704,GO:0003677,GO:0003700,GO:0005634,GO:0006350,GO:0006355,GO:0043565,GO:0016563;Note=Transcriptional%20repressor%20and%20activator%3B%20involved%20in%20repression%20of%20flocculation-related%20genes%2C%20and%20activation%20of%20stress%20responsive%20genes%3B%20negatively%20regulated%20by%20cAMP-dependent%20protein%20kinase%20A%20subunit%20Tpk2p;dbxref=SGD:S000005666;orf_classification=Verified","YOR140W"
"55551","chr15","SGD","gene",543343,545985,NA,"-",NA,"ID=YOR141C;Name=YOR141C;gene=ARP8;Alias=ARP8;Ontology_term=GO:0005634,GO:0031011,GO:0043141,GO:0006338,GO:0006312,GO:0006974,GO:0005198,GO:0005856,GO:0006350,GO:0006355;Note=Nuclear%20actin-related%20protein%20involved%20in%20chromatin%20remodeling%2C%20component%20of%20chromatin-remodeling%20enzyme%20complexes;dbxref=SGD:S000005667;orf_classification=Verified","YOR141C"
"55571","chr15","SGD","gene",546453,547442,NA,"+",NA,"ID=YOR142W;Name=YOR142W;gene=LSC1;Alias=LSC1;Ontology_term=GO:0006099,GO:0006104,GO:0004775,GO:0005739,GO:0042645,GO:0000166,GO:0003824,GO:0005525,GO:0008152,GO:0016874;Note=Alpha%20subunit%20of%20succinyl-CoA%20ligase%2C%20which%20is%20a%20mitochondrial%20enzyme%20of%20the%20TCA%20cycle%20that%20catalyzes%20the%20nucleotide-dependent%20conversion%20of%20succinyl-CoA%20to%20succinate%3B%20phosphorylated;dbxref=SGD:S000005668;orf_classification=Verified","YOR142W"
"55591","chr15","SGD","gene",549090,550049,NA,"-",NA,"ID=YOR143C;Name=YOR143C;gene=THI80;Alias=THI80;Ontology_term=GO:0004788,GO:0005737,GO:0009229,GO:0000166,GO:0005524,GO:0006772,GO:0016301,GO:0016740;Note=Thiamine%20pyrophosphokinase%2C%20phosphorylates%20thiamine%20to%20produce%20the%20coenzyme%20thiamine%20pyrophosphate%20(thiamine%20diphosphate);dbxref=SGD:S000005669;orf_classification=Verified","YOR143C"
"55611","chr15","SGD","gene",550428,552805,NA,"-",NA,"ID=YOR144C;Name=YOR144C;gene=ELG1;Alias=ELG1,RTT110;Ontology_term=GO:0003674,GO:0045910,GO:0000335,GO:0005634,GO:0006260,GO:0000723,GO:0005739,GO:0005737,GO:0000724,GO:0031391,GO:0000781,GO:0005694,GO:0007049;Note=Protein%20required%20for%20S%20phase%20progression%20and%20telomere%20homeostasis%2C%20forms%20an%20alternative%20replication%20factor%20C%20complex%20important%20for%20DNA%20replication%20and%20genome%20integrity%3B%20involved%20in%20homologous%20recombination-mediated%20DNA%20repair;dbxref=SGD:S000005670;orf_classification=Verified","YOR144C"
"55631","chr15","SGD","gene",553062,553886,NA,"-",NA,"ID=YOR145C;Name=YOR145C;gene=PNO1;Alias=PNO1,RRP20,DIM2;Ontology_term=GO:0005730,GO:0006461,GO:0005634,GO:0006364,GO:0051082,GO:0042254,GO:0003723;Note=Essential%20nucleolar%20protein%20required%20for%20pre-18S%20rRNA%20processing%2C%20interacts%20with%20Dim1p%2C%20an%2018S%20rRNA%20dimethyltransferase%2C%20and%20also%20with%20Nob1p%2C%20which%20is%20involved%20in%20proteasome%20biogenesis%3B%20contains%20a%20KH%20domain;dbxref=SGD:S000005671;orf_classification=Verified","YOR145C"
"55651","chr15","SGD","gene",553588,553893,NA,"+",NA,"ID=YOR146W;Name=YOR146W;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20open%20reading%20frame%20overlaps%20the%20verified%20gene%20PNO1%2FYOR145C;dbxref=SGD:S000005672;orf_classification=Dubious","YOR146W"
"55671","chr15","SGD","gene",554339,556207,NA,"+",NA,"ID=YOR147W;Name=YOR147W;gene=MDM32;Alias=MDM32;Ontology_term=GO:0007005,GO:0003674,GO:0005743,GO:0000001,GO:0006873,GO:0005739,GO:0016020,GO:0016021;Note=Mitochondrial%20inner%20membrane%20protein%20with%20similarity%20to%20Mdm31p%2C%20required%20for%20normal%20mitochondrial%20morphology%20and%20inheritance%3B%20interacts%20genetically%20with%20MMM1%2C%20MDM10%2C%20MDM12%2C%20and%20MDM34;dbxref=SGD:S000005673;orf_classification=Verified","YOR147W"
"55691","chr15","SGD","gene",556368,556949,NA,"-",NA,"ID=YOR148C;Name=YOR148C;gene=SPP2;Alias=SPP2;Ontology_term=GO:0003674,GO:0005681,GO:0000398,GO:0003676,GO:0005622,GO:0005634,GO:0006397,GO:0008380;Note=Essential%20protein%20that%20promotes%20the%20first%20step%20of%20splicing%20and%20is%20required%20for%20the%20final%20stages%20of%20spliceosome%20maturation%3B%20interacts%20with%20Prp2p%2C%20which%20may%20release%20Spp2p%20from%20the%20spliceosome%20following%20the%20first%20cleavage%20reaction;dbxref=SGD:S000005674;orf_classification=Verified","YOR148C"
"55711","chr15","SGD","gene",557551,559101,NA,"-",NA,"ID=YOR149C;Name=YOR149C;gene=SMP3;Alias=SMP3,SAP2,LAS2;Ontology_term=GO:0006276,GO:0000026,GO:0006506,GO:0005783,GO:0016020,GO:0016021,GO:0016740,GO:0016757;Note=Alpha%201%2C2-mannosyltransferase%20involved%20in%20glycosyl%20phosphatidyl%20inositol%20(GPI)%20biosynthesis%3B%20required%20for%20addition%20of%20the%20fourth%2C%20side%20branching%20mannose%20to%20the%20GPI%20core%20structure;dbxref=SGD:S000005675;orf_classification=Verified","YOR149C"
"55731","chr15","SGD","gene",559710,560201,NA,"+",NA,"ID=YOR150W;Name=YOR150W;gene=MRPL23;Alias=MRPL23;Ontology_term=GO:0000027,GO:0005762,GO:0003735,GO:0006412,GO:0005739,GO:0005622,GO:0005840,GO:0030529;Note=Mitochondrial%20ribosomal%20protein%20of%20the%20large%20subunit;dbxref=SGD:S000005676;orf_classification=Verified","YOR150W"
"55751","chr15","SGD","gene",560710,564384,NA,"-",NA,"ID=YOR151C;Name=YOR151C;gene=RPB2;Alias=RPB2,SOH2,SIT2,RPO22,RPB150;Ontology_term=GO:0005665,GO:0006366,GO:0003899,GO:0005739,GO:0003677,GO:0005634,GO:0006350,GO:0008270,GO:0016740,GO:0016779,GO:0046872;Note=RNA%20polymerase%20II%20second%20largest%20subunit%20B150%2C%20part%20of%20central%20core%3B%20similar%20to%20bacterial%20beta%20subunit;dbxref=SGD:S000005677;orf_classification=Verified","YOR151C"
"55771","chr15","SGD","gene",565299,566069,NA,"-",NA,"ID=YOR152C;Name=YOR152C;Ontology_term=GO:0008150,GO:0003674,GO:0005624,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20has%20no%20similarity%20to%20any%20known%20protein%3B%20YOR152C%20is%20not%20an%20essential%20gene;dbxref=SGD:S000005678;orf_classification=Uncharacterized","YOR152C"
"55791","chr15","SGD","gene",567588,572123,NA,"+",NA,"ID=YOR153W;Name=YOR153W;gene=PDR5;Alias=PDR5,STS1,YDR1,LEM1;Ontology_term=GO:0008559,GO:0005886,GO:0015893,GO:0042493,GO:0005739,GO:0009636,GO:0000166,GO:0005524,GO:0006810,GO:0016020,GO:0016021,GO:0016887,GO:0017111,GO:0042626,GO:0046677,GO:0046898;Note=Plasma%20membrane%20ATP-binding%20cassette%20(ABC)%20transporter%2C%20short-lived%20multidrug%20transporter%20actively%20regulated%20by%20Pdr1p%3B%20also%20involved%20in%20steroid%20transport%2C%20cation%20resistance%2C%20and%20cellular%20detoxification%20during%20exponential%20growth;dbxref=SGD:S000005679;orf_classification=Verified","YOR153W"
"55811","chr15","SGD","gene",572466,574226,NA,"+",NA,"ID=YOR154W;Name=YOR154W;gene=SLP1;Alias=SLP1;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Integral%20membrane%20protein%20of%20unknown%20function%3B%20member%20of%20the%20SUN-like%20family%20of%20proteins;dbxref=SGD:S000005680;orf_classification=Uncharacterized","YOR154W"
"55831","chr15","SGD","gene",574367,575743,NA,"-",NA,"ID=YOR155C;Name=YOR155C;gene=ISN1;Alias=ISN1;Ontology_term=GO:0005575,GO:0050483,GO:0006190,GO:0000287,GO:0009117,GO:0016787;Note=Inosine%205'-monophosphate%20(IMP)-specific%205'-nucleotidase%2C%20catalyzes%20the%20breakdown%20of%20IMP%20to%20inosine%2C%20does%20not%20show%20similarity%20to%20known%205'-nucleotidases%20from%20other%20organisms;dbxref=SGD:S000005681;orf_classification=Verified","YOR155C"
"5585","chr15","SGD","gene",576127,578298,NA,"-",NA,"ID=YOR156C;Name=YOR156C;gene=NFI1;Alias=NFI1,SIZ2;Ontology_term=GO:0030261,GO:0005737,GO:0005634,GO:0019789,GO:0016925,GO:0000723,GO:0000790,GO:0007059,GO:0003676,GO:0006512,GO:0008270,GO:0016874,GO:0046872;Note=SUMO%20ligase%2C%20catalyzes%20the%20covalent%20attachment%20of%20SUMO%20(Smt3p)%20to%20proteins%3B%20involved%20in%20maintenance%20of%20proper%20telomere%20length;dbxref=SGD:S000005682;orf_classification=Verified","YOR156C"
"5587","chr15","SGD","gene",578727,579512,NA,"-",NA,"ID=YOR157C;Name=YOR157C;gene=PUP1;Alias=PUP1;Ontology_term=GO:0006511,GO:0004175,GO:0019774,GO:0004298,GO:0005829,GO:0005839,GO:0008233,GO:0016787,GO:0043234;Note=Endopeptidase%20with%20trypsin-like%20activity%20that%20cleaves%20after%20basic%20residues%3B%20beta-type%20subunit%20of%2020S%20proteasome%20synthesized%20as%20a%20proprotein%20before%20being%20proteolytically%20processed%20for%20assembly%20into%2020S%20particle%3B%20human%20homolog%20is%20subunit%20Z;dbxref=SGD:S000005683;orf_classification=Verified","YOR157C"
"5589","chr15","SGD","gene",579927,580880,NA,"+",NA,"ID=YOR158W;Name=YOR158W;gene=PET123;Alias=PET123;Ontology_term=GO:0003735,GO:0006412,GO:0005763,GO:0005739,GO:0030529;Note=Mitochondrial%20ribosomal%20protein%20of%20the%20small%20subunit%3B%20PET123%20exhibits%20genetic%20interactions%20with%20PET122%2C%20which%20encodes%20a%20COX3%20mRNA-specific%20translational%20activator;dbxref=SGD:S000005684;orf_classification=Verified","YOR158W"
"55911","chr15","SGD","gene",581041,581325,NA,"-",NA,"ID=YOR159C;Name=YOR159C;gene=SME1;Alias=SME1;Ontology_term=GO:0031202,GO:0000398,GO:0005685,GO:0046540,GO:0005682,GO:0003723,GO:0005634,GO:0006397,GO:0008380,GO:0016071,GO:0030529;Note=Core%20Sm%20protein%20Sm%20E%3B%20part%20of%20heteroheptameric%20complex%20(with%20Smb1p%2C%20Smd1p%2C%20Smd2p%2C%20Smd3p%2C%20Smx3p%2C%20and%20Smx2p)%20that%20is%20part%20of%20the%20spliceosomal%20U1%2C%20U2%2C%20U4%2C%20and%20U5%20snRNPs%3B%20homolog%20of%20human%20Sm%20E;dbxref=SGD:S000005685;orf_classification=Verified","YOR159C"
